Unnamed: 0,tri_min,tri_max,tri_mean,tri_sd,tri_range
1,6.651844445699559e-11,0.0054145670419089,1.63201505354597e-05,0.0001123910597656,0.0054145669753905
2,4.9702974510884e-11,0.0071855827115441,1.92501613278196e-05,0.0001301491656914,0.0071855826618411
3,1.7748139363270598e-11,0.0089047156712196,2.55400236898909e-05,0.0001669762939259,0.0089047156534715
4,2.49780146695416e-11,0.0072500954322526,3.74303775853034e-05,0.0002093873193082,0.0072500954072746
5,3.7667587176610797e-11,0.0131486804999749,3.3304487668596e-05,0.0002290426416637,0.0131486804623073
6,4.2208452649453795e-11,0.0257767043490604,4.82799069662909e-05,0.0003773578175333,0.0257767043068519
7,2.6054390565442298e-11,0.0143154408853295,3.8906724434858e-05,0.0002806364785612,0.0143154408592751
8,5.97933077340377e-11,0.0130039010725842,3.48254357667292e-05,0.0002516762334157,0.0130039010127909
9,5.56254978028854e-11,0.0118999718302795,2.79368377083063e-05,0.0001965672279328,0.011899971774654
10,7.640277843577029e-11,0.0090121374621182,1.83291757378492e-05,0.0001314219275334,0.0090121373857154
11,4.23722385608752e-07,0.662829035392621,0.0839043703811235,0.0527938628499839,0.662828611670236
12,3.0733774093938104e-09,0.603688012321703,0.0862387583826105,0.0571117095787551,0.603688009248325
13,8.28276692955463e-07,0.688313009748309,0.0850591108428898,0.0532291790176545,0.688312181471616
14,0.0047173872353881,0.571741051845461,0.0875385355359395,0.0547635980995377,0.567023664610073
15,0.0030990611814998,0.570000167630597,0.08783256425775,0.0547274406746253,0.566901106449097
16,0.0,0.500310866072399,0.0852750812107404,0.0520736588472645,0.500310866072399
17,0.0,0.530433788264052,0.0831573433893296,0.0545370611827725,0.530433788264052
18,0.0,0.626610818517907,0.0817786283807544,0.0559633545295168,0.626610818517907
19,4.9247689197035e-07,0.560822543213379,0.0835237603958739,0.0568275371751274,0.560822050736487
20,0.001960748908883,0.67237387169571,0.0829225018678873,0.0560001480858942,0.670413122786827
21,0.0,56517.5647778164,1917.92758047365,4133.30048894407,56517.5647778164
22,0.0,56517.5647778164,1917.92758047365,4133.30048894407,56517.5647778164
23,0.0,56517.5647778164,1917.92758047365,4133.30048894407,56517.5647778164
24,0.0,56517.5647778164,1917.92758047365,4133.30048894407,56517.5647778164
25,0.0,56517.5647778164,1917.92758047365,4133.30048894407,56517.5647778164
26,0.0,56517.5647778164,1917.92758047365,4133.30048894407,56517.5647778164
27,0.0,56517.5647778164,1917.92758047365,4133.30048894407,56517.5647778164
28,0.0,56517.5647778164,1917.92758047365,4133.30048894407,56517.5647778164
29,0.0,56517.5647778164,1917.92758047365,4133.30048894407,56517.5647778164
30,0.0,56517.5647778164,1917.92758047365,4133.30048894407,56517.5647778164
31,6.943475004484019e-16,3.61144993544123e-08,2.59586289531413e-10,1.38236849599591e-09,3.61144986600648e-08
32,9.28846562006561e-16,8.08758730349149e-08,2.51080706036628e-10,1.6721107861510801e-09,8.08758721060683e-08
33,1.3828596682032802e-15,7.71508410886644e-08,2.61988987241262e-10,1.7175426398409402e-09,7.71508397058048e-08
34,1.6424302325254902e-15,3.58726172082911e-08,2.0954493542433202e-10,9.7199109374435e-10,3.58726155658609e-08
35,6.985404220223701e-16,4.86390642679581e-08,2.46579288062998e-10,1.0905988412315102e-09,4.86390635694176e-08
36,3.8314120893012197e-16,5.63335278399265e-08,2.4589766284157103e-10,1.24236959290588e-09,5.63335274567852e-08
37,2.92208859215044e-16,4.26068420556468e-08,2.89405129792408e-10,1.1747816171296501e-09,4.26068417634379e-08
38,1.3387505325626202e-15,1.37086649193692e-07,4.0206405626931e-10,1.9965681048055303e-09,1.37086647854942e-07
39,1.0398325181645502e-15,2.35778717450886e-07,3.9322701084380603e-10,2.9467335718708404e-09,2.35778716411054e-07
40,8.58971295773721e-16,2.0480761356959e-07,3.25648446149318e-10,2.9041564584507e-09,2.04807612710618e-07
41,0.0,3.80765991064996e-07,9.69271618712813e-09,1.99654282286113e-08,3.80765991064996e-07
42,0.0,3.39660224066556e-07,9.565423339177551e-09,1.79965981600896e-08,3.39660224066556e-07
43,0.0,3.55093267787616e-07,9.26653317444105e-09,1.68252302652646e-08,3.55093267787616e-07
44,0.0,3.60698532037226e-07,9.805652712241261e-09,1.75274839830467e-08,3.60698532037226e-07
45,0.0,5.13927156244418e-07,1.07813076226871e-08,1.99481608828189e-08,5.13927156244418e-07
46,0.0,5.42349500065738e-07,1.00646821127832e-08,1.93388043738369e-08,5.42349500065738e-07
47,0.0,3.14750818194467e-07,1.04593115371159e-08,1.96668273460297e-08,3.14750818194467e-07
48,0.0,3.03182031121055e-07,9.87088388514676e-09,1.97186954183098e-08,3.03182031121055e-07
49,0.0,3.73300547061046e-07,9.6085282374131e-09,1.85870156113744e-08,3.73300547061046e-07
50,0.0,2.58060166844801e-07,9.31804730189729e-09,1.74658093052355e-08,2.58060166844801e-07
51,0.0,3.3944043277825e-07,3.4639034180634e-09,1.08391393784169e-08,3.3944043277825e-07
52,0.0,2.47668350694957e-07,3.220183621409e-09,8.66294251565355e-09,2.47668350694957e-07
53,0.0,2.66158816914108e-07,3.3720351075228002e-09,8.530519937908651e-09,2.66158816914108e-07
54,8.39918632123554e-29,6.42137007341476e-07,3.33176274324936e-09,8.85463050259489e-09,6.42137007341476e-07
55,0.0,3.82971875916567e-07,3.0425664242040602e-09,7.50983020521377e-09,3.82971875916567e-07
56,0.0,2.54273892029197e-07,2.44475395327972e-09,6.09546651158468e-09,2.54273892029197e-07
57,0.0,2.49777730420622e-07,2.25411117323557e-09,5.96761279547442e-09,2.49777730420622e-07
58,0.0,1.46117571147036e-07,2.34639996381912e-09,5.857727312352641e-09,1.46117571147036e-07
59,0.0,1.82864713621707e-07,2.85094764393275e-09,6.526937466000261e-09,1.82864713621707e-07
60,0.0,2.91889454252293e-07,3.2171516300354503e-09,7.23800140347488e-09,2.91889454252293e-07
61,0.0,1.49635957454373e-06,4.49648097851291e-09,2.55229621009289e-08,1.49635957454373e-06
62,0.0,1.48706945374361e-06,4.54089439425331e-09,2.55342285991257e-08,1.48706945374361e-06
63,0.0,1.41266410432445e-06,4.400621820468541e-09,2.44231069028474e-08,1.41266410432445e-06
64,0.0,1.30266648430841e-06,4.1469509366701605e-09,2.26240952691445e-08,1.30266648430841e-06
65,0.0,1.28975376285426e-06,4.01410456557524e-09,2.19732906064481e-08,1.28975376285426e-06
66,0.0,1.36069800050607e-06,4.1209269622138305e-09,2.28200023331756e-08,1.36069800050607e-06
67,0.0,1.3919757568781e-06,4.097818133650651e-09,2.30125090654842e-08,1.3919757568781e-06
68,0.0,1.40681881103354e-06,4.11885840711956e-09,2.32162136805866e-08,1.40681881103354e-06
69,0.0,1.32792875928847e-06,4.1150507123082105e-09,2.25973165830237e-08,1.32792875928847e-06
70,0.0,1.29067461885011e-06,4.17243667178011e-09,2.25681302497462e-08,1.29067461885011e-06
71,0.0,4.45837407257138e-07,9.64175086366197e-09,2.58325715934517e-08,4.45837407257138e-07
72,0.0,5.09865753313921e-07,9.00576083476578e-09,2.43167189051871e-08,5.09865753313921e-07
73,0.0,4.6569939302727e-07,9.360959135846961e-09,2.6104155914962e-08,4.6569939302727e-07
74,0.0,4.52406856508934e-07,1.12765090756303e-08,3.0209098849003e-08,4.52406856508934e-07
75,0.0,6.17952362525843e-07,1.32036820055411e-08,3.44109179689424e-08,6.17952362525843e-07
76,0.0,5.11654216650239e-07,1.31938201263365e-08,3.44687837374733e-08,5.11654216650239e-07
77,0.0,6.53707651476352e-07,1.25829108193663e-08,3.35536817645418e-08,6.53707651476352e-07
78,0.0,5.25790171570348e-07,1.06403806917388e-08,2.93559730357878e-08,5.25790171570348e-07
79,0.0,3.77520500768473e-07,9.4065973809977e-09,2.50517786421133e-08,3.77520500768473e-07
80,0.0,3.86884845055303e-07,1.01502044406998e-08,2.68821444319318e-08,3.86884845055303e-07
81,0.0,5.41443639416474e-08,1.1266118582315901e-09,2.2123498247256404e-09,5.41443639416474e-08
82,0.0,3.85580839505161e-08,1.0946449429513802e-09,2.1513491673411903e-09,3.85580839505161e-08
83,0.0,3.73750486576204e-08,9.38506039911933e-10,1.7687525710907e-09,3.73750486576204e-08
84,0.0,3.74323054553206e-08,7.49962620556406e-10,1.40598165343531e-09,3.74323054553206e-08
85,0.0,1.77128740621457e-08,6.96336367175472e-10,1.3057888204665202e-09,1.77128740621457e-08
86,0.0,1.64626805238387e-08,7.65313455631452e-10,1.32477409084235e-09,1.64626805238387e-08
87,0.0,1.68652087643211e-08,8.29748471874332e-10,1.38581559994654e-09,1.68652087643211e-08
88,0.0,3.36278725590471e-08,9.1781682279795e-10,1.5023619571299401e-09,3.36278725590471e-08
89,0.0,2.32956636008025e-08,9.3974117893388e-10,1.5458531672850202e-09,2.32956636008025e-08
90,0.0,2.03455182043154e-08,9.25271991190671e-10,1.8249642274032901e-09,2.03455182043154e-08
91,7.613334364330511e-15,5.748154459564341e-10,5.4763352623090196e-12,1.5176158939497098e-11,5.74807832622069e-10
92,2.45643754792283e-15,4.90349523777908e-10,5.28698394989996e-12,1.2586822621326899e-11,4.9034706734036e-10
93,7.571296525988651e-15,4.921609876580181e-10,4.8918635098516194e-12,1.2574285753651299e-11,4.92153416361492e-10
94,4.23431580629874e-15,7.52306730485625e-10,4.82022631757487e-12,1.4311148940870002e-11,7.52302496169819e-10
95,2.79105781290766e-15,6.04295167219909e-10,4.64675693752297e-12,1.4817787511911597e-11,6.04292376162096e-10
96,5.267505986838541e-15,3.60924633979011e-10,3.99668616953056e-12,1.2509611811421798e-11,3.60919366473024e-10
97,2.46404069567782e-15,7.86094724850434e-10,4.01851092206914e-12,1.4696794798637e-11,7.860922608097391e-10
98,4.9415114386673606e-15,7.26575207680199e-10,3.9458278449297e-12,1.57448538276845e-11,7.26570266168761e-10
99,3.1177820890494e-15,1.0575756454471301e-09,4.17022304795598e-12,1.80408589555858e-11,1.0575725276650401e-09
100,1.4200726816250802e-15,4.53223581226168e-10,4.3903375226815095e-12,1.49588532618046e-11,4.53222161153487e-10
101,2.8900267672208703e-21,9.742472616786801e-11,1.7148521008840599e-12,4.6397047238576995e-12,9.742472616497789e-11
102,5.57802843372825e-22,6.736342198858939e-11,1.67383994314048e-12,4.09256553019583e-12,6.73634219880316e-11
103,1.57626095797299e-21,5.845755970810789e-11,1.66915275722253e-12,3.9492032971962e-12,5.84575597065316e-11
104,2.84819818878596e-21,9.329762835102869e-11,1.6858014221918e-12,3.96166485882643e-12,9.329762834818049e-11
105,7.564904423391769e-22,2.08138183340139e-10,1.6429606622606498e-12,4.73109933056953e-12,2.08138183339383e-10
106,3.51486374791734e-21,1.31807316168292e-10,1.5414047441670099e-12,4.09522165585493e-12,1.31807316164777e-10
107,8.24917971967549e-21,8.396919783992359e-11,1.4547836620225499e-12,4.0517619088596294e-12,8.396919783167439e-11
108,2.05685400027519e-21,1.16894704167626e-10,1.31976199176334e-12,3.9046552079435e-12,1.16894704165569e-10
109,6.93722415628571e-21,7.60196793170291e-11,1.21993033534576e-12,3.63992145892023e-12,7.601967931009179e-11
110,6.29033645733438e-21,8.713274789231569e-11,1.3383786454274999e-12,3.91151606991467e-12,8.713274788602539e-11
111,0.0,262.630579977146,14.6973824350536,18.3068677228954,262.630579977146
112,0.0,205.266061820318,14.6266128967249,16.1340536106047,205.266061820318
113,0.0138736441815618,183.971009211435,13.8865233242187,14.2553271364238,183.957135567254
114,0.0,293.207477066032,14.4923988452914,15.684223883435,293.207477066032
115,0.0,286.708648053273,15.2411389511823,18.1039275244129,286.708648053273
116,0.0,297.317741519362,15.9254247617999,19.2919970697286,297.317741519362
117,0.0,228.226289727658,16.388145640668,18.415996336028,228.226289727658
118,0.0,246.471541741555,16.1384282323001,17.9146117739611,246.471541741555
119,3.64003141864466e-12,226.029705671118,14.9707565359814,16.4137378934575,226.029705671115
120,0.0,242.667893278699,14.3312767224687,16.3699930834,242.667893278699
121,0.0005497425371236,0.542489738999639,0.0323584149855727,0.0310296732324241,0.541939996462515
122,0.0008421523546081,0.454590752623563,0.0300955204408818,0.0259120091091234,0.453748600268954
123,0.000934682669525,0.396524755646961,0.0327288842546749,0.0283920252383113,0.395590072977436
124,0.0004692894028405,0.752675831608633,0.0314858137555179,0.0381630712988565,0.752206542205792
125,0.0005576941425483,0.680902044040057,0.0304860423601693,0.0339330433064225,0.680344349897509
126,0.000393152424163,0.796548869949934,0.0321702625338486,0.0376510692476763,0.796155717525771
127,0.0006878134503805,0.464930651004166,0.0312460625693159,0.0311985180760098,0.464242837553785
128,0.0005505872225922,0.757344688975401,0.0348459427247771,0.0404075931439174,0.756794101752809
129,0.0010436025079303,0.501845919773358,0.0311900847574375,0.0315253557478703,0.500802317265428
130,0.0008129578441744,0.49202604542191,0.0321373388027786,0.030773931990638,0.491213087577736
131,0.0003863814990449,0.534590172513037,0.0254056928934312,0.029414978292147,0.534203791013992
132,0.0001954122756619,0.592341263278161,0.0241572441084634,0.0248662831229504,0.592145851002499
133,0.000317944604725,0.43785294815193,0.0251618238366011,0.0272374288115645,0.437535003547205
134,0.0005342546819202,0.591741774345231,0.0261709518301697,0.0356575934992956,0.591207519663311
135,0.0005018307777402,0.50798041509659,0.0243539855078408,0.0298903779566147,0.507478584318849
136,0.0006934943245275,0.65519935058533,0.027147704221391,0.0349912207935393,0.654505856260803
137,0.0004167035663827,0.518531379378799,0.0264656287166475,0.0311530284381627,0.518114675812417
138,0.0005265542195722,0.711465083114279,0.0283892417231744,0.0395069146060354,0.710938528894707
139,0.000282326056471,0.518541453961051,0.0252954167837386,0.0298516059060026,0.51825912790458
140,0.0006360159556776,0.550662546085843,0.024801079503718,0.0255439671483929,0.550026530130166
141,0.0,0.544727203606011,0.0182898706608297,0.0352225651224167,0.544727203606011
142,0.0,0.466603903303527,0.0175026976576229,0.0322168844229489,0.466603903303527
143,1.36339437753969e-21,0.473211927350499,0.0171799683707706,0.0314350413574387,0.473211927350499
144,1.78263448765043e-21,0.542260294605765,0.0188863234998053,0.0333405442166205,0.542260294605765
145,3.33462384205064e-21,0.550406406435596,0.0193352809255455,0.0343700224941052,0.550406406435596
146,0.0,0.76709053309048,0.0217506210191741,0.03661262368679,0.76709053309048
147,3.2936419669155002e-25,0.689982181323652,0.024577013382353,0.0395359905788047,0.689982181323652
148,0.0,0.655590061080336,0.0254818473539551,0.0422335255893333,0.655590061080336
149,1.43257818315476e-25,0.698388853915551,0.0229274765894944,0.0399487714922241,0.698388853915551
150,1.3795373281376501e-21,0.888753897993114,0.0207234444584274,0.0396739050873148,0.888753897993114
151,0.0088699158766861,6.93228690956038,0.664253823331814,0.525771612194197,6.92341699368369
152,0.0,6.93674127396863,0.641259075744095,0.510267659696989,6.93674127396863
153,0.0,6.3740727768605,0.690063425642251,0.551167172614161,6.3740727768605
154,0.0,6.65828868853894,0.69447003600529,0.56938669764971,6.65828868853894
155,0.0,7.95355159620025,0.696198152214672,0.593385269772664,7.95355159620025
156,0.0,7.14262952031953,0.672722121290632,0.580571439481199,7.14262952031953
157,0.0020915019154547,7.64711625570207,0.686746026494898,0.574798839964102,7.64502475378661
158,0.0,7.86594322373177,0.68360476123784,0.576524417109336,7.86594322373177
159,0.0020981193029418,6.80200759494136,0.692079403195189,0.556208249909999,6.79990947563841
160,0.0,6.45738041673436,0.700505330565095,0.563794188953628,6.45738041673436
161,0.0,1.86008464874175,0.125938563147523,0.121581533619482,1.86008464874175
162,0.0,1.77129399047838,0.121619981873265,0.115059759422521,1.77129399047838
163,0.0,1.75274354253427,0.120807696657353,0.113397310676933,1.75274354253427
164,0.0,1.82795191675739,0.120991519796411,0.117214685564779,1.82795191675739
165,0.0,1.78696209107048,0.121828813250111,0.110824113196356,1.78696209107048
166,0.0,1.97367469214648,0.124620334642353,0.124619671528822,1.97367469214648
167,0.0,1.97566361697579,0.124867634807426,0.132797424781753,1.97566361697579
168,0.0,2.10022940427658,0.123726330842109,0.129800250208671,2.10022940427658
169,0.0,1.90462304447066,0.120342895259475,0.124534628332421,1.90462304447066
170,0.0,1.96935392345893,0.118543112738253,0.115306099143703,1.96935392345893
171,0.0103691527423511,46.4919094262306,2.97610364536647,3.5056975161578,46.4815402734883
172,0.0429937874934558,48.7377532671545,2.95729594818459,3.50930289091731,48.6947594796611
173,0.0257171578349,43.0405441635747,3.00996615183741,3.56980236896368,43.0148270057398
174,0.0321714623782806,43.0375116594663,3.0377204250837,3.70215982212707,43.005340197088
175,0.0309085068529582,42.9001292878412,2.90263685891502,3.53249234911331,42.8692207809882
176,0.0030514526214584,46.0331852855633,2.95149564575097,3.64849657713684,46.0301338329419
177,0.0129597342992114,35.7011359006587,2.91690531194061,3.55734395224492,35.6881761663595
178,0.0262763968079193,46.6963981377532,2.9104006166711,3.58227652561929,46.6701217409453
179,0.0281812608457855,38.2662079412035,2.85313470276683,3.34374431190759,38.2380266803577
180,0.0372944033762251,35.6088938584584,2.96831838224514,3.32844901300425,35.5715994550822
181,2.36649199434103e-19,1.15316261011899e-08,8.65240624076246e-11,4.0364609315581703e-10,1.15316261009532e-08
182,3.35426932716471e-17,1.49794224669672e-08,1.111617367641e-10,4.91468840341185e-10,1.49794224334245e-08
183,5.45949604669654e-17,1.65721150311739e-08,1.19181775889794e-10,5.45462880339091e-10,1.65721149765789e-08
184,3.21256023118579e-17,1.83019100067499e-08,1.18784307175751e-10,5.65441220033699e-10,1.83019099746243e-08
185,5.1030402129657e-17,2.22171968768483e-08,1.11935325780437e-10,5.52785975236032e-10,2.22171968258179e-08
186,4.4424599833653604e-17,1.71422769838974e-08,1.02366626047265e-10,4.667786863721091e-10,1.71422769394728e-08
187,1.07373865805668e-16,1.38685255484055e-08,1.10034096289712e-10,4.88210041707541e-10,1.38685254410316e-08
188,2.23523844316739e-16,1.55104836214183e-08,1.12860252889276e-10,5.12800005702788e-10,1.55104833978944e-08
189,6.18658928287819e-17,1.42079562208277e-08,1.11756082070227e-10,5.09863849150852e-10,1.42079561589618e-08
190,9.08149282059893e-18,1.75988406597837e-08,1.1300847281380901e-10,5.32783074397881e-10,1.75988406507022e-08
191,1.82639135864258e-18,2.22135333610618e-07,9.8094598669205e-10,6.343379053509761e-09,2.22135333608792e-07
192,2.6124191863479197e-16,3.42523603640083e-06,2.0758518555955e-09,3.05943005686353e-08,3.42523603613959e-06
193,4.31193229617252e-16,1.92358891952821e-06,1.87721024243771e-09,2.21955720044089e-08,1.92358891909702e-06
194,2.55640159696088e-16,1.03350622631182e-06,1.52030029642963e-09,1.26018956834543e-08,1.03350622605618e-06
195,2.74270990533058e-16,2.55196024655985e-06,1.69679716501428e-09,2.18139330095358e-08,2.55196024628557e-06
196,3.45642137734601e-16,1.18893974415694e-06,1.47460763103047e-09,1.53834948896753e-08,1.18893974381129e-06
197,2.41168217783137e-16,8.99355607506021e-07,1.39287694862977e-09,1.29616578604344e-08,8.99355607264853e-07
198,2.1612434928291e-16,3.4257282841303e-06,1.79255787815948e-09,2.85398949619713e-08,3.42572828391417e-06
199,2.09316057885099e-16,7.84814477840512e-06,2.7739055005245403e-09,6.35756051936516e-08,7.8481447781958e-06
200,7.347597362873481e-17,1.05090100805601e-06,1.5332723879084502e-09,1.2423109500273e-08,1.05090100798254e-06
201,0.48292498018276,270.60800274894,37.88421634104,31.1385431320601,270.125077768757
202,0.188759878895932,267.653935502649,22.4737728736367,18.4847852315302,267.465175623754
203,0.547201906571609,300.033348300009,22.4669301532821,18.3966060061662,299.486146393437
204,0.392000429946481,310.399204600682,22.7562797622276,18.347009493524,310.007204170736
205,0.386087086842716,272.154485168111,22.9222475020219,18.8246203019929,271.768398081269
206,0.391308392905203,215.421075251003,22.6082144116394,18.3885116703098,215.029766858098
207,0.623178828910178,250.412880264806,22.5753439591623,18.356532556924,249.789701435895
208,0.629144616719464,287.071684709037,22.6281969714194,18.4204936082702,286.442540092317
209,0.243947395061412,287.230631146047,22.6546354456383,18.1087489931706,286.986683750986
210,0.394645634852011,242.236935151943,23.1315916398176,18.1987301395365,241.842289517091
211,1.7310224485967798e-18,3.94755511348363e-08,4.11577424131162e-10,1.86562004735476e-09,3.94755511331053e-08
212,2.53978646266878e-16,4.98890946617701e-08,5.11877246929578e-10,2.18647041977324e-09,4.98890944077914e-08
213,4.11818547340479e-16,6.08497025055382e-08,5.55504750926454e-10,2.4782708076252704e-09,6.08497020937197e-08
214,2.63516217146558e-16,6.35687193456376e-08,5.62641020972158e-10,2.5511030056157603e-09,6.35687190821214e-08
215,3.84888849897757e-16,6.4771359086599e-08,5.43091414276611e-10,2.6492950409707504e-09,6.47713587017102e-08
216,3.262530806654e-16,8.59192467186665e-08,5.21791213355373e-10,2.6778468329425403e-09,8.59192463924134e-08
217,3.65271801807835e-16,9.20406854729351e-08,5.39675861633041e-10,2.71386459045158e-09,9.20406851076633e-08
218,7.57709411893663e-16,8.69554511400728e-08,5.38881470974324e-10,2.6515008841728e-09,8.69554503823634e-08
219,3.92341133798449e-16,7.79613492637072e-08,5.368121822473831e-10,2.7655826129353304e-09,7.7961348871366e-08
220,7.06074532925571e-17,9.60372814886727e-08,5.44827487869864e-10,2.9176754539436402e-09,9.60372814180652e-08
221,0.0,5.95252596920191e-06,3.22813990706076e-08,1.32465739179507e-07,5.95252596920191e-06
222,0.0,2.74385771523652e-06,1.91547163855291e-08,6.75437668044148e-08,2.74385771523652e-06
223,0.0,2.43574551861202e-06,1.8552574246807e-08,5.52493607245338e-08,2.43574551861202e-06
224,0.0,6.97460811822745e-07,1.96215145193508e-08,4.73319485836937e-08,6.97460811822745e-07
225,0.0,1.30744981330827e-06,2.08632717480081e-08,5.46973987353129e-08,1.30744981330827e-06
226,0.0,1.7035303475202e-06,1.85086391901719e-08,5.19562819169108e-08,1.7035303475202e-06
227,0.0,1.06213189029191e-06,1.84271769011657e-08,4.67945297062107e-08,1.06213189029191e-06
228,0.0,2.5741503232156e-06,1.85546830357226e-08,5.4753185901028e-08,2.5741503232156e-06
229,0.0,9.29137769875214e-07,1.8296132084455e-08,4.46983285142555e-08,9.29137769875214e-07
230,0.0,9.9771507381281e-07,2.07398035942279e-08,5.49810157384056e-08,9.9771507381281e-07
231,0.0,1.58090282937667e-07,1.0380960836679901e-10,1.97046958304535e-09,1.58090282937667e-07
232,0.0,6.76020932443011e-08,1.15651521061123e-10,1.2698518987259602e-09,6.76020932443011e-08
233,0.0,1.52063886711409e-07,2.02727957455722e-10,2.9802087801573504e-09,1.52063886711409e-07
234,0.0,1.63473905664039e-07,2.8071798783093203e-10,3.2658997700550204e-09,1.63473905664039e-07
235,0.0,1.14230442180743e-07,2.03914735530722e-10,2.56098560259703e-09,1.14230442180743e-07
236,0.0,1.02145129691895e-07,1.27931444536809e-10,1.57922565178644e-09,1.02145129691895e-07
