Unnamed: 0,var_sill,var_range,var_kappa
1,1.60706327576728e-08,0.488892971041659,0.3
2,1.61412449857433e-08,0.276583636020717,0.4
3,3.14428565885022e-08,0.209268477352294,0.4
4,5.07281600578423e-08,0.126627175566218,0.0
5,5.89339705318783e-08,0.123987154737411,0.0
6,1.63357963228446e-07,0.198044004324829,0.4
7,1.02963066277508e-07,0.167299669821134,0.5
8,9.16209181830246e-08,0.177030713441404,0.4
9,4.84390683877097e-08,0.178223889919924,0.4
10,1.43822074194745e-08,0.165933520252292,0.4
11,0.0415814682547155,0.0836419881336881,2.0
12,0.0372534524822475,0.0879161006818027,1.5
13,0.0353994001177243,0.0841420521178445,1.5
14,0.0260952388378122,0.0702117067972835,1.3
15,0.0266693875250648,0.0745076722769529,1.0
16,0.0335999224216826,0.0990322181105587,1.0
17,0.0444618150213512,0.125123144120409,0.9
18,0.046108282479391,0.123944508430881,1.1
19,0.0351466435146619,0.0952150406117632,1.0
20,0.0289818147121212,0.0789422841929083,1.1
21,59754961.6081791,0.118669228630967,0.7
22,59754961.6081791,0.118669228630967,0.7
23,59754961.6081791,0.118669228630967,0.7
24,59754961.6081791,0.118669228630967,0.7
25,59754961.6081791,0.118669228630967,0.7
26,59754961.6081791,0.118669228630967,0.7
27,59754961.6081791,0.118669228630967,0.7
28,59754961.6081791,0.118669228630967,0.7
29,59754961.6081791,0.118669228630967,0.7
30,59754961.6081791,0.118669228630967,0.7
31,3.76022188438873e-18,0.151256111695724,0.4
32,2.62539141471271e-18,0.133178683864987,0.3
33,3.01821266517476e-18,0.0935094927491618,0.4
34,9.5905983456562e-19,0.0662785938543868,0.5
35,1.1290168506738698e-18,0.0438174765801993,0.0
36,1.83441630604146e-18,0.108574937355457,0.4
37,2.88765909132713e-18,0.128226061177026,0.5
38,5.05983455800329e-18,0.0882978682567556,0.5
39,5.3698375004395695e-18,0.0650295463103309,0.4
40,3.14310726065941e-18,0.037560680974345,0.4
41,1.13363401902495e-15,0.247985503495825,0.4
42,1.07101738157583e-15,0.261514806903251,0.4
43,1.01646412705093e-15,0.276944353236414,0.4
44,9.94170136354526e-16,0.275142685499209,0.4
45,9.78519153065204e-16,0.212125658834989,0.4
46,1.08439842559385e-15,0.215932326086663,0.4
47,1.13612982263335e-15,0.230355355225349,0.4
48,1.18944003941802e-15,0.235529683545106,0.4
49,1.0521571179092702e-15,0.22122531424738,0.4
50,1.0983450494643602e-15,0.250950022111979,0.4
51,6.80832702753192e-17,0.0574745770243905,0.9
52,4.8982319206830304e-17,0.105874480556174,0.0
53,5.46706515020298e-17,0.0632901831735097,0.7
54,6.47790722653697e-17,0.109296379333745,0.0
55,5.35232573840144e-17,0.0681345322498788,0.6
56,5.02886051795538e-17,0.136242206092311,0.0
57,4.74103402117227e-17,0.141638405724025,0.0
58,4.8207938905406504e-17,0.142398807064922,0.0
59,5.785556010844061e-17,0.0853685135639811,0.7
60,6.743450133340121e-17,0.0814490942407674,0.7
61,7.72139165739846e-17,0.0569656178613401,0.4
62,7.67515457394841e-17,0.0576946025954716,0.4
63,7.13698847131298e-17,0.0570035562510013,0.4
64,6.34508602145545e-17,0.057230226780029,0.4
65,5.93942451744463e-17,0.0571969324694585,0.4
66,6.29309407868435e-17,0.0557469473139946,0.4
67,5.8984459213049e-17,0.0557083324170141,0.5
68,5.90351176904885e-17,0.0559060610147845,0.5
69,6.31672175111572e-17,0.0572983479078467,0.4
70,5.97188372409871e-17,0.0404516209215341,0.0
71,2.01748185626911e-16,0.103253420555678,0.2
72,2.03460954881092e-16,0.124574468576863,0.2
73,1.98258010593264e-16,0.0502714234470969,0.0
74,3.09822717712051e-16,0.0751321679879271,0.3
75,4.10367126861597e-16,0.0746247683942934,0.4
76,3.38764028751651e-16,0.0779004911885236,0.5
77,2.29800333051138e-16,0.0652982017418719,0.4
78,1.892657904447e-16,0.0424183884420951,0.0
79,1.8765901678987e-16,0.0732924221452338,0.3
80,2.43826807533773e-16,0.0763350183045771,0.3
81,7.05862550592957e-18,0.0564075678991327,0.8
82,6.6751955455468e-18,0.055942354237158,0.8
83,5.035490924308609e-18,0.0643794805611471,0.7
84,3.31254113141492e-18,0.0732249731247845,0.6
85,3.4107915288184596e-18,0.0857092775226423,0.6
86,4.43977787749977e-18,0.0922996095115039,0.7
87,4.47693111092993e-18,0.0927509726886802,0.6
88,5.14710591958047e-18,0.0893443709733279,0.6
89,5.37944711667417e-18,0.0891564677515742,0.6
90,5.2420740878399595e-18,0.0730002811593762,0.6
91,2.86558958037508e-22,0.103224002922091,0.4
92,2.37960188195086e-22,0.0728243588284384,0.0
93,2.52554681134785e-22,0.0713747305393447,0.0
94,2.62861140411657e-22,0.0604942825940262,0.0
95,2.35634282365683e-22,0.0531878052958201,0.0
96,1.83452532111847e-22,0.0722056278090931,0.5
97,2.0686323315318898e-22,0.0459925223821515,0.0
98,2.16474048528441e-22,0.0578022400594548,0.5
99,2.52934210375111e-22,0.0411247160638021,0.0
100,2.5879640438535097e-22,0.075124567347256,0.6
101,3.7228819103209905e-23,0.178043063674884,0.0
102,3.44073092790841e-23,0.184348208849534,0.0
103,3.36627356316355e-23,0.174020786214365,0.0
104,3.14151268855639e-23,0.15850264319833,0.0
105,2.69682754598969e-23,0.154242690890317,0.0
106,2.30066884221844e-23,0.0937181787454175,0.5
107,1.83732906390236e-23,0.0645916925520962,0.6
108,1.83769324081725e-23,0.0687862370619063,0.6
109,1.5864414835970402e-23,0.0741927923327354,0.8
110,2.06935726239669e-23,0.0920114621669551,0.5
111,1901.81862328364,0.198140838715252,0.6
112,1486.37807245652,0.162742685995319,0.7
113,1150.33664772811,0.178598650263416,0.6
114,1093.33690365196,0.156477129372926,0.6
115,1229.24598489449,0.154903817655353,0.6
116,1430.46128722448,0.136769157694156,0.7
117,1352.50532857561,0.122639319174196,0.7
118,1322.64182868238,0.138196263513573,0.6
119,1104.53134216351,0.149276210996094,0.6
120,1262.36487896692,0.168621302705804,0.6
121,0.0075595044464572,0.0846350415461544,5.0
122,0.006040428402928,0.0794735211122605,10.0
123,0.0056255792978839,0.0732840021672363,10.0
124,0.0061711181750852,0.181832090886555,0.0
125,0.005409295783425,0.188241780605196,0.0
126,0.0070815518226775,0.218027301447505,0.0
127,0.0077292288868459,0.111145381662262,2.0
128,0.0092974466432568,0.215381243323431,0.0
129,0.0075892848634564,0.100912448749696,2.0
130,0.006914320013491,0.0984161144999299,1.9
131,0.0028969324094842,0.0737463666551208,1.2
132,0.0019564326361284,0.140295679730249,0.0
133,0.0016321333484196,0.0601915236500185,1.0
134,0.0018113887295042,0.0501889337261915,1.0
135,0.0014949183860532,0.0550281723504818,0.9
136,0.0021189933153274,0.0678627584403589,0.7
137,0.002265765980133,0.0786671855038937,0.7
138,0.0024843626635251,0.0746475377161707,0.6
139,0.0017860391676675,0.0615187076933365,0.8
140,0.0016115462335449,0.0595389861625855,0.9
141,0.0018826558279878,0.117949133257454,0.5
142,0.0017017901601988,0.102460276719804,0.7
143,0.0015802111803533,0.1246468107934,0.5
144,0.0016540907786906,0.0998860947267189,0.7
145,0.0015863789001074,0.0986362692109168,0.6
146,0.0015814896965203,0.089517375627887,0.6
147,0.0019292712969325,0.0831760541649423,0.6
148,0.0022230283094524,0.0914105162978571,0.6
149,0.0018530151843192,0.103605163405,0.5
150,0.0018158139509657,0.0795987494288663,0.0
151,0.277681442211833,0.106334222147497,0.4
152,0.284871912121158,0.110718062197447,0.4
153,0.318477624044397,0.122463109905881,0.3
154,0.319954268144778,0.119418884021038,0.4
155,0.309305410730066,0.114244139849578,0.3
156,0.308976899437995,0.117222564109337,0.3
157,0.292585067085619,0.102770847736136,0.3
158,0.293427683004706,0.102868275258929,0.3
159,0.275815826535741,0.0987600241113437,0.3
160,0.314450537146207,0.101634523377078,0.3
161,0.0704695925248812,0.147434979788709,0.7
162,0.0757313318411976,0.182375281360376,0.6
163,0.062949673377338,0.169370267486586,0.6
164,0.0570047739415033,0.130622893196875,0.8
165,0.0573335126178607,0.202728835128263,0.0
166,0.0669618940989824,0.116908169534874,0.9
167,0.0759289492575535,0.123314748530718,0.8
168,0.0741807124446601,0.122292531758488,0.8
169,0.0640819094936275,0.137127994609859,0.7
170,0.0684369739011153,0.147122604295864,0.7
171,857.740444165478,0.53572198896258,1.2
172,1013.39103051026,0.597806139573586,1.1
173,1043.37928076981,0.571569842666175,1.1
174,1096.26145096304,0.62493638739471,1.0
175,919.29063885287,0.629627399742408,1.0
176,978.82534064987,0.70426074169091,0.9
177,964.818019799141,0.720728020802522,0.9
178,977.13317622326,0.650905179428201,1.0
179,989.029379071114,0.650167030320226,1.0
180,920.109780339154,0.588975211273731,1.1
181,1.34756515642882e-19,0.0500700696460481,0.0
182,2.43152957622476e-19,0.0668227644805667,0.6
183,2.95705763704292e-19,0.0521317227705397,0.0
184,2.74825804884909e-19,0.0704204045606894,0.5
185,2.1059357717338402e-19,0.0486661840968972,0.0
186,1.59980485323492e-19,0.0738128768034627,0.4
187,1.8277803433486902e-19,0.0614534349653834,0.5
188,2.2700318292533803e-19,0.0624351723325434,0.5
189,2.36267888337421e-19,0.0496436314258639,0.0
190,2.3906231763213997e-19,0.068399347267104,0.5
191,3.47604663703337e-17,0.221541751041469,0.3
192,1.09362653578852e-16,0.0985648800759463,0.2
193,8.1946984706704e-17,0.139770988486344,0.2
194,7.75649914960065e-17,0.472297094190516,0.2
195,7.29693900618608e-17,0.153059521274871,0.2
196,6.59021602665808e-17,0.294298369943767,0.2
197,5.47907478183249e-17,0.421393523359182,0.2
198,7.00269672384705e-17,0.0755502337646272,0.2
199,1.96791355564109e-16,0.0582152822476222,0.3
200,5.69625812805598e-17,0.275205721569153,0.2
201,700.994331185262,0.050490427916886,1.5
202,752.122450977561,0.0806383155880863,0.6
203,740.020901928267,0.0749591045220414,0.6
204,721.976673845338,0.0743525869399085,0.6
205,747.025201583034,0.0812457545043466,0.5
206,753.95446908045,0.0874602420788481,0.5
207,759.430168447438,0.0851283671231686,0.5
208,754.641662248685,0.0814564415976739,0.5
209,762.294238808003,0.0821586866139042,0.5
210,760.543607681223,0.0829448940121982,0.5
211,4.37525589977261e-18,0.0983360728938438,0.5
212,7.13471643483592e-18,0.105121968962915,0.5
213,8.557240691347539e-18,0.102663454544099,0.5
214,9.0095400331606e-18,0.101620675984038,0.5
215,9.04822971418878e-18,0.122888501061608,0.4
216,7.924150347722209e-18,0.114757691418022,0.4
217,7.5401688504555e-18,0.10903284033641,0.4
218,8.186551947709709e-18,0.110024978984441,0.4
219,9.17617833452072e-18,0.115806583772776,0.4
220,9.820058383944309e-18,0.113903458556701,0.4
221,3.4383776655128804e-15,0.0153506691599682,0.7
222,1.6883093430238201e-15,0.0268786077636414,0.5
223,1.4438011353527e-15,0.0363508619261651,0.5
224,1.1979550969219601e-15,0.0290364827000804,1.0
225,1.6080433199143701e-15,0.0326615811527679,0.7
226,1.1464246517954501e-15,0.0229795410403009,0.0
227,1.12547323384745e-15,0.0333601652732087,0.6
228,1.28043682692236e-15,0.0220343763289974,0.0
229,9.77598076961324e-16,0.0240947241524363,0.8
230,1.4801463934506001e-15,0.0242150114276233,0.9
231,1.7939435416384901e-19,0.0138151511938638,1.0
232,2.49566761519724e-19,0.0103238080766754,0.0
233,1.18751316761679e-18,0.0157655834516142,0.5
234,5.0120826943882005e-18,0.0366563877642173,0.9
235,1.4574331680464598e-18,0.0215207415649782,0.5
236,2.1304591604301701e-19,0.0119555075064895,1.9
237,4.15284008671081e-19,0.0109360833057279,1.8
238,1.2452596931041399e-18,0.0220675190082569,5.0
239,2.21290437665701e-18,0.0229057132085208,1.2
240,2.4742128376322e-18,0.0250229340191555,0.9
241,2.72125026142943e-16,0.0214156838609809,0.5
242,1.50635721130413e-16,0.030341181997703,0.8
243,3.28149649044151e-16,0.0313059934712335,0.9
244,3.0989142762838497e-16,0.0243917977978156,0.8
245,3.97501670789095e-16,0.0283171760421344,0.8
246,2.20196281440269e-16,0.0331023857497291,0.6
247,1.69324614045724e-16,0.0308128595549175,1.0
248,2.55153985978379e-16,0.0296534758823837,1.1
249,1.58417831683616e-16,0.0296750072102859,1.0
250,1.70804014149727e-16,0.0325682741697076,0.9
251,9.65024246439774e-19,0.183543008928539,0.4
252,1.5196315145687699e-18,0.181842977059696,0.4
253,1.46750582472122e-18,0.181345127603418,0.4
254,1.57947924144119e-18,0.178066794822494,0.4
255,1.5662935235096001e-18,0.164223420110627,0.4
256,1.3667778248552e-18,0.188135749895125,0.4
257,1.5250064993047099e-18,0.162352363058272,0.4
258,1.6857271704333898e-18,0.174197904165633,0.4
259,2.0514649059026698e-18,0.169488495150378,0.4
260,1.94952744453682e-18,0.153955107712079,0.4
261,4.37048650497613e-22,0.0558983125636759,0.5
262,8.31925483312931e-22,0.065222658131367,0.4
263,1.0070941179621701e-21,0.0575707858207655,0.4
264,1.0774128499449901e-21,0.0609090831717237,0.4
265,7.73772124542517e-22,0.06628701166927,0.4
266,7.488293177208359e-22,0.0540770677780732,0.4
267,8.019569701822419e-22,0.0379952099714364,0.0
268,8.21533685165084e-22,0.0687523580007167,0.4
269,8.6936584830478e-22,0.0687709920761421,0.4
270,8.90300585788796e-22,0.0673681811588913,0.4
271,403.248423074641,0.0978881710300458,2.0
272,403.774832691225,0.100369114906828,2.0
273,399.106505072134,0.100434632641504,2.0
274,406.045544222018,0.101382281979128,1.7
275,404.63777721955,0.101279544169321,1.6
276,404.372438377854,0.10271869650126,1.6
277,411.520270821137,0.102302773788575,1.7
278,418.423417911992,0.100519693984881,1.7
279,416.444034081019,0.101740969761497,1.6
280,411.526856162421,0.106692707366293,1.6
281,161.178143895733,0.088916041083441,1.6
282,149.395534555404,0.0928570499808591,1.9
283,144.495335886081,0.0956088267620455,1.9
284,151.705997079544,0.0928176661273424,1.7
285,157.747742227022,0.0911016475066904,1.6
286,159.359006117278,0.0933571762892613,1.5
287,157.792445652654,0.0977961026808557,1.5
288,156.431006781022,0.0937332444739006,1.6
289,149.837508991298,0.0893062274719903,1.8
290,143.981121062768,0.0893650676810228,1.7
291,163.792396228915,0.0474708660624705,0.0
292,157.307971451329,0.0510415457106145,0.0
293,169.443748262654,0.0500830900070771,0.0
294,156.895483569177,0.048266655888735,0.0
295,137.686799926634,0.0459807541277155,0.0
296,119.629881009155,0.113403938498947,0.0
297,132.349564572017,0.0483353937858416,0.0
298,140.932112066962,0.049369091830035,0.0
299,122.886369648386,0.0471086298776793,0.0
300,118.496207376434,0.0463216960945591,0.0
301,29.0698032093117,0.0913614576967429,0.0
302,25.5746760435525,0.109110470537529,0.0
303,25.9122927936124,0.0483770120512085,10.0
304,22.918192435142,0.0484494640298454,5.0
305,23.1382868979578,0.0511259104203544,1.7
306,24.8484573757532,0.0526987433643105,1.7
307,24.9664496880024,0.0484349283715632,5.0
308,24.237077811946,0.0490691889101904,5.0
309,22.7541876897639,0.054904262996866,1.7
310,22.0993035118118,0.051853963064003,1.9
311,0.186807982454842,0.0361445390474697,0.7
312,0.183761834624474,0.035112226669965,0.7
313,0.184653995196654,0.0352760193514212,0.7
314,0.186504909436307,0.0355544667500651,0.7
315,0.188170629023633,0.0350917995298343,0.7
316,0.182957024412324,0.0327814606255476,0.8
317,0.184403181155578,0.0328768961728877,0.8
318,0.184766696543334,0.0331108343360504,0.8
319,0.182189166070595,0.0334018047073287,0.8
320,0.181225534334045,0.033357651236772,0.8
321,0.0012584929336678,0.0262271600259681,0.0
322,0.0012736902153425,0.0275332168117326,0.0
323,0.0014071860443073,0.0450317590037221,0.5
324,0.0014331000855212,0.0479151768277159,0.5
325,0.0012081622525079,0.0315352318564406,0.0
326,0.001212855750483,0.0310008522010673,0.0
327,0.0014211444999044,0.0544411742788435,0.4
328,0.0014260199987856,0.0540096530864974,0.4
329,0.0012598768098864,0.0479250222798625,0.4
330,0.0013817429929117,0.0290840719428732,0.0
331,727.163896680048,0.0488796368763106,1.3
332,1121.02136431224,0.0840837579684157,0.5
333,1191.64745011222,0.103217279535344,0.4
334,698.084019003137,0.05210374771382,1.1
335,692.588081822837,0.0547032617473234,1.1
336,1134.09577273203,0.104608489010176,0.4
337,1178.59354368411,0.110531776457818,0.4
338,734.652096385069,0.0579388227899343,0.8
339,718.601961482927,0.0567872309077531,0.9
340,1153.84776549828,0.105975902284284,0.4
341,0.0046112238743056,0.0463877914145123,0.4
342,0.0043307474874024,0.0484827910374239,0.4
343,0.0043125609612363,0.0559887330616622,0.4
344,0.0044199048285082,0.0550812158895883,0.4
345,0.004482214132498,0.0494953213915041,0.4
346,0.0045014465778187,0.0496097351471447,0.4
347,0.0044784163680265,0.0521376984477768,0.4
348,0.0045916785913337,0.0519300989585019,0.4
349,0.0046548807234518,0.0458607538964117,0.4
350,0.0046842428756203,0.0464325165950862,0.4
351,235195.385016649,2.53055198204277,0.6
352,88653.8433337379,0.503616936096079,1.1
353,99835.1174616485,0.564544584512204,1.0
354,291033.96272357,2.59651713698646,0.6
355,244415.517908747,2.63612319420665,0.6
356,92554.1749059502,0.527068114381888,1.0
357,100693.762529093,0.563784894176797,1.0
358,351289.453479166,3.16614263369757,0.6
359,205097.733565263,2.19541373209724,0.6
360,90069.5579780256,0.55282867067806,1.0
361,23818.8331762973,0.714130211970073,0.9
362,23080.3833149752,0.666197550058019,1.0
363,26528.3821457176,0.765470448787244,1.0
364,32140.7972787425,0.979332170846128,0.9
365,26753.2464235742,0.957612018331399,0.9
366,29265.7014661821,1.18842539717343,0.8
367,47541.0973259674,2.12253698471669,0.7
368,36504.775685976,1.40724853425827,0.8
369,27059.6830499632,0.970298713057196,0.9
370,25502.0589193341,0.855744328775796,0.9
371,388.014447163688,0.250185968236016,0.0
372,415.952357530098,0.255587025012633,0.0
373,463.477185159354,0.268761499939803,0.0
374,444.565642513853,0.259824894491107,0.0
375,422.834566733755,0.254238783143202,0.0
376,480.393908250538,0.261732072408488,0.0
377,464.6671377293,0.257830945831855,0.0
378,481.819409906167,0.277896458844266,0.0
379,422.15888172727,0.274704583100417,0.0
380,363.353306176736,0.244702428429409,0.0
381,2617.93491983916,0.519869717119116,0.6
382,2388.26980685314,0.400678118244591,0.7
383,2558.54814266778,0.414443671562584,0.7
384,3074.29559738869,0.606999981709597,0.6
385,1955.56925124567,0.596549807026524,0.0
386,3420.54150080841,0.655002784103867,0.6
387,2891.29271934068,0.473348341336237,0.7
388,3022.04506147714,0.410029102678938,0.8
389,3226.48764975342,0.531957854330124,0.7
390,3593.55020347629,0.726343837679336,0.6
391,7426107.71888425,21.2318275990261,1.2
392,20065.993975746,0.495009566401424,0.0
393,15387.5489332926,0.408788440341024,5.0
394,15398.9294704875,0.415653584233707,0.0
395,44738.9994690251,0.793559633766332,0.0
396,806098531.879207,302.396688406367,1.1
397,62397.8450600351,0.994123341465578,10.0
398,16722.8610411507,0.470164383184155,0.0
399,14584.4771104848,0.408709025706283,5.0
400,15588.0060543125,0.41956444203126,0.0
401,5.37678519407779e-12,0.230545532509343,0.0
402,5.60992560335821e-12,0.227922554571503,0.6
403,1.02328746369712e-11,0.159654819656602,1.0
404,9.58318027006269e-12,0.163985507703287,0.9
405,1.5296651832021697e-11,0.197535264083951,1.0
406,2.1327853505176397e-11,0.245129581067899,0.8
407,2.4407172428384e-11,0.211481881462419,1.0
408,2.3047799418478498e-11,0.215984427755341,0.8
409,1.9753874940083002e-11,0.206101351758672,0.8
410,1.3147122619966199e-11,0.187080478608474,0.7
411,124068.91893894,2.1198100436056,0.9
412,41138.451270569,0.776697573631904,1.3
413,22870.775913602,0.394281080304912,5.0
414,26671.3679777263,0.524469941404797,2.0
415,96264.3711102267,2.00366426196712,0.9
416,2390893.03172384,21.9962753256728,0.8
417,3166697.53715419,27.7180050785192,0.8
418,36593.223249495,0.904952660386337,1.2
419,20073.7340444074,0.389634064646031,5.0
420,22486.1231362116,0.392381538842552,5.0
421,2.83167494438078e-13,0.166346565080472,0.6
422,1.44361517013571e-13,0.142754511865358,0.0
423,1.71187813417567e-13,0.109510654679894,1.1
424,6.155369730209831e-14,0.106881987475745,0.8
425,4.81974077588665e-14,0.113453756235638,0.6
426,8.72488439429517e-14,0.140319653945292,0.6
427,1.74691324265727e-13,0.15422999033941,0.7
428,2.91688639878828e-13,0.153701234630131,0.6
429,1.81343235979111e-13,0.147115310493748,0.6
430,8.454005828791241e-14,0.0923880947953846,0.6
431,2.3942066633048697e-11,0.182218340966959,0.6
432,1.04919630523757e-11,0.204747390847605,0.5
433,1.11245126622979e-11,0.0981949729899286,0.9
434,2.50630362759121e-12,0.0926341187951427,0.7
435,2.5966315655871e-12,0.0778936643162487,0.7
436,6.46855624978733e-12,0.142997354049597,0.6
437,1.56484374879748e-11,0.146052200317422,0.7
438,2.93336617882918e-11,0.142932558358071,0.6
439,1.8212321116064797e-11,0.16498119803668,0.5
440,4.62209530993536e-12,0.0888257840811238,0.4
441,454.917285917967,0.21177322236582,0.0
442,485.359830267204,0.158278159728732,0.7
443,453.092734458162,0.180677306262013,0.6
444,395.633751951151,0.130214593076621,0.7
445,439.592774445352,0.11835683115735,0.7
446,550.018145052517,0.118832807076611,0.7
447,531.459685540337,0.189657115056279,0.0
448,502.058179306836,0.199718153843267,0.0
449,402.094931239171,0.202046382513864,0.0
450,368.911247576237,0.194744963438589,0.0
451,115517.181383129,2.03524317326664,0.9
452,40018.4845045466,0.769400445812912,1.3
453,22456.7688837259,0.393720019219121,5.0
454,26132.9142792676,0.522346108508023,2.0
455,90525.5642896573,1.93711746175813,0.9
456,1712948.34765608,17.830711942936,0.8
457,2268418.17721219,22.5148617855934,0.8
458,40508.627888086,1.02970253704963,1.1
459,19693.5899988954,0.389022569084362,5.0
460,22076.3328860025,0.391388838925422,5.0
461,0.219028422039671,0.109767207661856,0.7
462,0.219028422039671,0.109767207661856,0.7
463,0.219028422039671,0.109767207661856,0.7
464,0.219028422039671,0.109767207661856,0.7
465,0.219028422039671,0.109767207661856,0.7
466,0.219028422039671,0.109767207661856,0.7
467,0.219028422039671,0.109767207661856,0.7
468,0.219028422039671,0.109767207661856,0.7
469,0.219028422039671,0.109767207661856,0.7
470,0.219028422039671,0.109767207661856,0.7
471,62826.3827273909,0.188817247963958,0.6
472,62242.4149509106,0.196607048421717,0.6
473,53522.9902386285,0.320182287586568,0.0
474,54865.1640054542,0.305310120435543,0.0
475,64240.3472263818,0.134780523119372,0.0
476,68931.0771484348,0.163556521902228,0.6
477,70558.7953238586,0.183119013006414,0.5
478,56988.6802283639,0.303561889354284,0.0
479,50174.6868738148,0.335967656327236,0.0
480,50354.7211167986,0.328731747786382,0.0
481,9.205371868741231e-19,0.237080332641366,0.6
